id,alt,chosen,attr_1,attr_2,attr_3,attr_4,attr_5
1,1,0,211.8193032624942,107.33330953140819,460.33986463863994,79.69862755194347,145.08360071329338
1,2,0,619.1513123156227,81.62949090870191,258.85708689382824,78.34863105308322,180.085758935743
1,3,1,783.9320314302342,91.01868044405018,451.2259651066603,83.00181209309554,93.10750340764537
2,1,0,615.0555943731274,86.47079036003277,62.15449930532916,90.33958670856524,288.28571122554985
2,2,1,806.0089360028932,107.39127454617913,90.40961647655958,84.8918486108437,176.7058531635346
2,3,0,153.47750768068062,137.12267671375062,35.59487789529979,89.52515840925203,138.19337523433043
3,1,1,667.3234259354455,108.49858672202244,456.2788753414134,82.06101240620285,122.49609477124953
3,2,0,959.2519887756353,180.80101768281204,819.5799333805203,89.22682627021051,210.20181385534812
3,3,0,913.8930358319108,73.67232827919366,175.5640416249745,71.73823865019814,152.32461719098313
4,1,1,406.9750717691582,102.2013554424384,723.641022753158,78.1508445979373,142.89764802589815
4,2,0,553.4029421759086,81.8526544056702,700.6522501586437,72.3418450791792,292.7989585378043
4,3,0,771.6381621052936,90.86919888725743,10.591487343459644,87.59311890208,233.33772384905365
5,1,0,730.5315560166807,180.1983993232116,69.9440722711017,78.1860935240648,107.84779713473645
5,2,0,858.0187867760736,157.1119747576566,292.4243370282263,72.11557427851783,149.27797370981145
5,3,1,346.6104483414675,173.6980124224103,558.0454344652921,89.07008341833019,183.5139613379392
6,1,1,151.15397246258567,171.14533042489026,664.7822223910007,82.36086505133783,246.95074943373214
6,2,0,506.9125497905789,141.4219137745105,376.13419265931924,71.33049764907267,106.1538337376106
6,3,0,67.33418835592826,159.15773554849056,278.096013306811,81.27592827089669,275.95612203492766
7,1,0,274.45970061339074,123.89323413251569,660.2487343359019,75.51695231205692,99.59010967318196
7,2,1,312.9248634729147,85.01937446745295,811.0902904589154,87.44200712307,217.74065443774487
7,3,0,865.9640624486285,185.25367321905279,167.41089573972914,89.18013339268865,197.76771607963911
8,1,1,805.098918969053,199.6727947460627,281.25538551098504,73.0726209922866,131.6438137865064
8,2,0,443.5114969108206,187.491400060769,751.3526603724115,70.95036387086752,191.6958920906909
8,3,0,434.292624231195,94.51880704099335,109.63288310580613,77.7568953495389,283.4608720587432
9,1,0,344.72766323049984,140.80685589838998,614.7466134393526,78.29238925556604,289.59160729809395
9,2,1,952.4664243517255,99.14857990185234,436.5131555430315,77.00068563175853,143.72704134131416
9,3,0,72.52296045447999,154.96924706944648,441.21694011910427,71.866921841065,142.41180648969032
10,1,1,900.9553836973114,97.24196890338432,131.31284306734779,80.88239533160281,292.53640494552616
10,2,0,267.57942145265633,164.73152271900167,665.5051041688373,75.6989064483846,237.87307592566594
10,3,0,387.1106978171872,158.5173444527395,554.5566843176011,81.83590870777678,102.41631355674127
11,1,0,831.5880446213307,109.91351803763034,167.36624567064783,71.64659344834914,208.71394614270258
11,2,0,681.6241442016992,62.453858936919495,449.3711527325903,75.46955877218986,220.2396806294066
11,3,1,203.2266704973906,167.66501494882266,340.7892929103542,90.08937088946296,112.44533905963927
12,1,1,361.71067126324374,77.56983292987631,806.7559155200245,88.86684469475836,138.0153599159853
12,2,0,664.9102864517309,187.36774503447404,486.7100603391581,81.70984708854223,134.5989644453478
12,3,0,125.96814520416518,199.84823115911192,785.7290035567087,83.83933111551035,155.23354840476506
13,1,0,369.452550404314,173.12846645850445,782.8638685176934,89.06748321977365,248.8423439271852
13,2,1,647.8426830515267,72.99325136510538,145.80729783785142,89.30354134780961,212.01287129762275
13,3,0,46.1977804334565,75.6973005812584,580.5177662976866,70.91144792341477,117.39010270794034
14,1,0,559.1430758460752,167.8143964923685,570.5216521673547,75.423728100919,234.46776658452512
14,2,0,263.010113550642,110.63426692689183,652.4014093560656,84.17962248440755,263.56760783154857
14,3,1,662.6559966742761,148.5325840638439,86.94721057051898,78.37650163015788,139.55709898335294
15,1,0,269.4184564610845,211.67363230832117,346.3002332815711,89.16958500623807,217.2596786390101
15,2,0,793.0924890580959,138.28660432191413,505.5087444850675,80.94548543860074,124.70198647524846
15,3,1,724.2995735599551,103.671570681537,26.870271301209335,84.09397857280416,120.85178823696022
16,1,0,931.5614426150688,208.69648808283546,798.2420726447042,78.4267874335544,86.52630828787703
16,2,1,920.0197502427759,126.67055709917364,843.101706670833,90.64288770131957,264.37153325414204
16,3,0,317.39078608184064,119.94827247364644,743.0426428789981,77.33093698695822,119.23420317778539
17,1,0,566.8129379309923,205.9234435279649,608.6927678452598,82.54167868356755,103.8786343461602
17,2,0,622.1501808531235,214.33270407777067,127.14579361906961,81.47681155203115,269.54488190629144
17,3,1,741.7133345231571,168.61329669676283,614.28331755301,78.20720133127907,145.58529519355963
18,1,1,806.9252414506196,186.25863886175642,756.8457202326708,89.60585272439872,191.82225430627005
18,2,0,514.2527281415483,184.41477691385145,568.7916136706312,85.256890960358,252.22217179239524
18,3,0,883.5948231319442,112.59939326780835,331.12935555325663,72.74182848416737,206.0357549420779
19,1,0,71.6248457882012,132.507818201423,475.83419943327624,76.70556454955131,208.70127318841213
19,2,0,66.45103585086872,65.6928620513436,718.3253443613035,78.22159998313612,110.22418033886925
19,3,1,533.9581506449931,179.99919572359,192.74738699122184,83.62914322601044,101.36686889546417
20,1,0,86.5885635796198,142.76707562975787,474.0936071236253,83.92842995096831,237.42185215391555
20,2,1,965.2105447696342,140.4183268216126,285.5455542021355,87.17576346992179,140.75254345602644
20,3,0,454.7904216546706,72.10650637075733,27.766570440950247,90.62288858040557,260.7555394143221
21,1,0,699.1266465102983,123.67013081214935,155.91176746047313,74.02743519211973,136.38061852986675
21,2,0,559.6116594826472,171.35613274507585,577.6555804329073,76.56955548449007,285.99950859362735
21,3,1,738.9831672431695,146.35541401628745,535.6662794806582,79.44451287116775,135.8472420781673
22,1,0,375.88233016955036,178.10396823894308,18.275657722397234,73.1965543860179,93.01242417579225
22,2,0,76.17546693232252,193.33364568919376,615.3000137988502,80.5678862596714,104.01828274663143
22,3,1,504.8402576165395,133.73627038476045,155.8316893364886,79.7378745785681,167.86240498306307
23,1,0,622.951510706928,158.9522963816969,45.049613789319466,78.51846900851879,216.138801991984
23,2,0,515.7928509903845,193.49422899466407,576.3530722990126,74.16118056445208,98.22876914472936
23,3,1,648.2112103890125,64.00210704675473,513.1931964933406,90.16142182095754,205.4399392285184
24,1,0,406.49271404735805,160.2308016737167,402.73608369298523,82.03850346697246,283.1540643105428
24,2,0,404.5273133845384,209.82949339360977,790.0014908411865,74.83751927684351,97.97238102336314
24,3,1,133.265099565654,62.70879288423756,87.61260095996346,84.86660681098799,98.36039838447563
25,1,0,340.70870700113534,191.68214578053875,25.965956817199572,87.57267961356737,143.09305629585174
25,2,0,149.79500401910647,168.56983370553553,550.5836521533354,88.86957543677846,239.32859580671143
25,3,1,801.3348273291617,103.8684989900426,159.50226135600312,86.25828285310097,254.56683508039183
26,1,1,979.1414209573619,124.24189739394095,328.041552927382,86.78932594118527,155.61018473337606
26,2,0,922.3383171318778,193.794238900701,377.39275440898035,86.26355899144173,243.46322693181412
26,3,0,135.49534931939706,200.68092584721893,443.4459138273469,87.8194667764227,151.20331173581937
27,1,1,888.8407569384703,120.58856519372175,15.1956764052768,89.44408790872923,102.627995845585
27,2,0,341.03005537373485,208.09322485503716,829.2015958972997,82.61118671667533,217.40801580561862
27,3,0,463.79758527498734,105.61219438311333,290.48975037820503,84.65071010254422,243.00280255782565
28,1,1,790.019533409181,183.06099752719166,84.80891202668613,80.98464972148375,95.46623999372073
28,2,0,559.898982095363,128.7528369578453,774.7165488266926,78.03066585379426,108.10217023803915
28,3,0,173.39824970998535,178.67570186272465,541.2941005485438,72.8888169294304,101.10342849249092
29,1,1,703.8753935146549,71.2182337471495,717.6839397393003,85.34489687596226,100.51779181630533
29,2,0,118.11044038864226,213.80001406415568,329.99279656097417,78.43673894168694,255.83340135118797
29,3,0,938.0167861300113,213.70039387214408,658.3665740353251,78.55237107170669,100.97473200483618
30,1,1,776.2987030392948,146.98732028076276,373.2593461392647,89.46410444956268,106.85583858259369
30,2,0,505.79974623073304,61.637228640382766,411.75102977569895,71.96623223671233,108.47395475305044
30,3,0,149.18789607439214,161.15475711707538,652.014639314071,82.81560879709636,287.551127342177
31,1,0,393.84883489009786,104.44225967937169,758.1682062954355,75.4098650421734,287.77408149013235
31,2,0,49.00944485924187,211.185024356535,43.19244740215552,89.15098812026613,195.29584828736705
31,3,1,981.4798493167607,71.37948811904285,485.54373060049073,90.75986029496275,194.31839510885504
32,1,0,635.8323015948482,168.41561296469123,399.5209887938049,83.7252234993797,207.3170454303821
32,2,1,894.1978247944168,66.95633089360778,249.17197388245037,90.37099755224361,272.28208422051637
32,3,0,470.65340557039997,156.61809322273572,246.06932520190946,74.67963671885806,181.70557100793314
33,1,0,373.3910302709236,150.9270814765954,73.14024945636432,90.86468213986828,292.6553765042017
33,2,1,701.2063415909765,143.5068746428437,273.91379890261436,87.55881672071467,228.63947231382613
33,3,0,192.05626258451798,201.9874692864895,718.270500048352,90.35840867691581,237.3428990931023
34,1,1,620.6366144301335,125.11955831628265,813.7155239828999,88.63474497282618,92.84595627644478
34,2,0,62.52147175601914,118.60115109639915,707.8903212184641,91.12983763186995,115.18365296795645
34,3,0,602.3025828475687,119.29192202823064,845.9250760474902,88.14184994927885,261.2542356944764
35,1,0,483.04730421828344,124.58542320343429,242.6270450093695,71.96771886883859,266.85864443764586
35,2,0,810.2906309597589,215.8404406320817,869.0714154908173,82.24053855528966,246.53036794225807
35,3,1,935.656307489767,192.42667916865713,220.0553866494894,80.08148096290242,110.66985942903688
36,1,0,944.4839725446805,154.44039075742091,203.8533052469774,84.63387668624351,214.4970649439994
36,2,1,377.96443194121855,77.58294956660642,587.5090433811476,81.51752868092078,247.23766454166432
36,3,0,531.9808940641788,192.8220475095981,483.85689965333233,82.35388225497371,269.392110441422
37,1,0,421.0509451841403,80.77472216115517,30.739228850995417,86.35137631156607,214.9602425596773
37,2,0,706.8327202704442,93.09222736128739,123.93008033420884,71.10665236707942,157.68771453190283
37,3,1,598.2971963816808,121.06323105780565,384.73870304852386,89.41890726891131,157.1925202366175
38,1,0,526.1111725732928,182.1303260461962,349.2842600427268,83.61259791193979,266.357807076546
38,2,1,940.1768530273225,82.81205295938878,808.3964591019535,80.93722280737175,138.0796478290984
38,3,0,473.96094392478716,212.76919840504362,432.50240321055844,77.57444342630363,217.74003818851608
39,1,0,265.76388727882625,71.70194173065589,117.44090200993155,73.44301662123206,115.4991469300775
39,2,0,169.43899104096988,159.85425479779465,163.3485517148911,77.92264400143014,273.6675175060701
39,3,1,488.0561239721591,164.01729920058185,155.0677230946809,74.76542999041709,91.92226971271802
40,1,0,198.06299320170461,103.3311343558673,159.13062024940726,72.63315457974988,108.8599776654429
40,2,1,475.5229787433848,92.05775464280795,321.3302254814131,81.16984771992479,229.84208800808247
40,3,0,74.82862564725625,184.58877201303832,549.6807005166349,72.49022610638644,268.73917223042736
41,1,1,912.9405774483736,69.39514867725723,245.63317534019347,87.40250342477346,242.12906129251044
41,2,0,212.88078482018523,92.52824522424126,326.70245932979475,80.7809184044543,214.52393243938602
41,3,0,388.18548685347025,132.02988598822571,653.249857488292,71.56236296025783,136.84650034439304
42,1,1,715.6456686567694,199.53480215043345,449.0111559085451,81.760544781768,106.00107365753234
42,2,0,462.8153498885159,142.96407020818333,215.8305275192575,76.34949353126551,163.35644774667543
42,3,0,56.53598675880362,110.11620194882553,188.9595809488785,77.54862515740125,108.67444864347645
43,1,1,884.0910379324741,152.47733600009647,594.0305906002138,87.05194863912865,189.0830373251626
